,weathersit,day,dteday,temp_celsius,windspeed_kh,atemp,hum,season,yr,mnth,holiday,weekday,workingday,casual,registered,cnt
253,1,254,11/09/2011,26.786653,7.7086179999999995,0.609229,71.375,3,0,9,0,0,0,1633,3413,5046
254,1,255,12/09/2011,26.418267999999998,5.957171,0.60213,69.2174,3,0,9,0,1,1,690,4023,4713
255,1,256,13/09/2011,26.684153000000002,9.500867999999999,0.603554,71.25,3,0,9,0,2,1,701,4062,4763
256,1,257,14/09/2011,27.606653,11.2091,0.6269,69.7083,3,0,9,0,3,1,647,4138,4785
257,2,258,15/09/2011,23.6775,18.166782,0.553671,70.9167,3,0,9,0,4,1,428,3231,3659
258,2,259,16/09/2011,19.235847,11.000261,0.461475,59.0417,3,0,9,0,5,1,742,4018,4760
259,2,260,17/09/2011,20.158347,12.708225,0.478512,71.8333,3,0,9,0,6,0,1434,3077,4511
260,1,261,18/09/2011,20.8075,11.958361,0.490537,69.5,3,0,9,0,0,0,1353,2921,4274
261,2,262,19/09/2011,22.515847,10.166714,0.529675,69.0,3,0,9,0,1,1,691,3848,4539
262,2,263,20/09/2011,23.028347,9.041917999999999,0.532217,88.125,3,0,9,0,2,1,438,3203,3641
263,2,264,21/09/2011,24.395,6.4590814000000005,0.5505329999999999,90.0,3,0,9,0,3,1,539,3813,4352
264,2,265,22/09/2011,25.761653,8.584375,0.554963,90.2083,3,0,9,0,4,1,555,4240,4795
265,2,266,23/09/2011,24.975847,5.2505689,0.522125,97.25,4,0,9,0,5,1,258,2137,2395
266,2,267,24/09/2011,24.873347,5.251681099999999,0.564412,86.25,4,0,9,0,6,0,1776,3647,5423
267,2,268,25/09/2011,26.000847,3.3754063999999997,0.572637,84.5,4,0,9,0,0,0,1544,3466,5010
268,2,269,26/09/2011,26.615847,7.4169,0.589042,84.8333,4,0,9,0,1,1,684,3946,4630
269,2,270,27/09/2011,26.103347,7.917457000000001,0.574525,88.5417,4,0,9,0,2,1,477,3643,4120
270,2,271,28/09/2011,26.035,9.958143,0.575158,84.875,4,0,9,0,3,1,480,3427,3907
271,1,272,29/09/2011,25.283347,11.583161,0.574512,69.9167,4,0,9,0,4,1,653,4186,4839
272,1,273,30/09/2011,23.130847,13.833825,0.544829,64.75,4,0,9,0,5,1,830,4372,5202
273,2,274,01/10/2011,16.81,19.583832,0.41286300000000004,75.375,4,0,10,0,6,0,480,1949,2429
274,2,275,02/10/2011,14.623347,14.874870999999999,0.345317,79.1667,4,0,10,0,0,0,616,2302,2918
275,2,276,03/10/2011,15.750847,5.584168599999999,0.392046,76.0833,4,0,10,0,1,1,330,3240,3570
276,1,277,04/10/2011,19.850847,13.792218,0.472858,71.0,4,0,10,0,2,1,486,3970,4456
277,1,278,05/10/2011,22.071653,11.87575,0.527138,64.7917,4,0,10,0,3,1,559,4267,4826
278,1,279,06/10/2011,20.260847000000002,9.041917999999999,0.480425,62.0833,4,0,10,0,4,1,639,4126,4765
279,1,280,07/10/2011,20.944153,1.5002438999999999,0.504404,68.4167,4,0,10,0,5,1,949,4036,4985
280,1,281,08/10/2011,21.388347,3.0420814,0.513242,70.125,4,0,10,0,6,0,2235,3174,5409
281,1,282,09/10/2011,22.174153,4.25115,0.523983,72.75,4,0,10,0,0,0,2397,3114,5511
282,1,283,10/10/2011,23.404153,2.8343814,0.542925,73.375,4,0,10,1,1,0,1514,3603,5117
283,2,284,11/10/2011,23.233347,9.583814,0.546096,80.875,4,0,10,0,2,1,667,3896,4563
284,3,285,12/10/2011,22.276653,16.62605,0.517717,90.625,4,0,10,0,3,1,217,2199,2416
285,2,286,13/10/2011,24.155847,9.499728999999999,0.551804,89.6667,4,0,10,0,4,1,290,2623,2913
286,2,287,14/10/2011,22.584153,15.000160999999999,0.529675,71.625,4,0,10,0,5,1,529,3115,3644
287,1,288,15/10/2011,20.773347,17.291560999999998,0.498725,48.3333,4,0,10,0,6,0,1899,3318,5217
288,1,289,16/10/2011,20.978347,18.875039,0.503154,48.6667,4,0,10,0,0,0,1748,3293,5041
289,1,290,17/10/2011,21.900847,11.750392999999999,0.510725,57.9583,4,0,10,0,1,1,713,3857,4570
290,2,291,18/10/2011,21.8325,7.3758289999999995,0.522721,70.1667,4,0,10,0,2,1,637,4111,4748
291,3,292,19/10/2011,22.211299,16.303713000000002,0.513848,89.5217,4,0,10,0,3,1,254,2170,2424
292,1,293,20/10/2011,19.509153,28.292425,0.466525,63.625,4,0,10,0,4,1,471,3724,4195
293,1,294,21/10/2011,17.5275,14.833532,0.42359600000000003,57.4167,4,0,10,0,5,1,676,3628,4304
294,1,295,22/10/2011,17.3225,6.2086689,0.425492,62.9167,4,0,10,0,6,0,1499,2809,4308
295,1,296,23/10/2011,17.288347,6.6673375,0.422333,74.125,4,0,10,0,0,0,1619,2762,4381
296,1,297,24/10/2011,18.996653,7.959064,0.457067,77.2083,4,0,10,0,1,1,699,3488,4187
297,1,298,25/10/2011,19.338347,11.166086,0.463375,62.2917,4,0,10,0,2,1,695,3992,4687
298,2,299,26/10/2011,19.850847,9.959014,0.472846,72.0417,4,0,10,0,3,1,404,3490,3894
299,2,300,27/10/2011,19.27,13.250121,0.457046,81.2917,4,0,10,0,4,1,240,2419,2659
300,2,301,28/10/2011,13.564153,15.375093,0.318812,58.5833,4,0,10,0,5,1,456,3291,3747
301,3,302,29/10/2011,10.420847,23.541857,0.227913,88.25,4,0,10,0,6,0,57,570,627
302,1,303,30/10/2011,13.085847,11.833339,0.321329,62.375,4,0,10,0,0,0,885,2446,3331
303,1,304,31/10/2011,13.94,7.12545,0.356063,70.3333,4,0,10,0,1,1,362,3307,3669
304,1,305,01/11/2011,16.434153,9.083257000000001,0.397088,68.375,4,0,11,0,2,1,410,3658,4068
305,1,306,02/11/2011,15.4775,5.5001439,0.390133,71.875,4,0,11,0,3,1,370,3816,4186
306,1,307,03/11/2011,16.741653,9.166739,0.405921,70.2083,4,0,11,0,4,1,318,3656,3974
307,2,308,04/11/2011,16.536653,18.209193,0.40339200000000003,62.25,4,0,11,0,5,1,470,3576,4046
308,1,309,05/11/2011,13.393347,12.667154,0.323854,51.9167,4,0,11,0,6,0,1156,2770,3926
309,1,310,06/11/2011,14.281653,6.1676314,0.362358,73.4583,4,0,11,0,0,0,952,2697,3649
310,1,311,07/11/2011,16.195,3.834075,0.400871,75.875,4,0,11,0,1,1,373,3662,4035
311,1,312,08/11/2011,16.741653,4.6255125,0.412246,72.1667,4,0,11,0,2,1,376,3829,4205
312,1,313,09/11/2011,16.4,4.1671186,0.40907899999999997,75.8333,4,0,11,0,3,1,305,3804,4109
313,2,314,10/11/2011,15.58,12.667489,0.373721,81.3333,4,0,11,0,4,1,190,2743,2933
314,1,315,11/11/2011,13.290847,21.083225,0.306817,44.625,4,0,11,1,5,0,440,2928,3368
315,1,316,12/11/2011,14.623347,14.208154,0.357942,55.2917,4,0,11,0,6,0,1275,2792,4067
316,1,317,13/11/2011,18.074153,18.875307,0.43055,45.8333,4,0,11,0,0,0,1004,2713,3717
317,1,318,14/11/2011,21.73,20.541932,0.524612,58.7083,4,0,11,0,1,1,595,3891,4486
318,2,319,15/11/2011,21.73,13.375410999999998,0.507579,68.875,4,0,11,0,2,1,449,3746,4195
319,3,320,16/11/2011,18.723347,9.167542999999998,0.451988,93.0,4,0,11,0,3,1,145,1672,1817
320,2,321,17/11/2011,14.008347,20.459254,0.323221,57.5833,4,0,11,0,4,1,139,2914,3053
321,1,322,18/11/2011,11.240847,11.291711,0.272721,41.0,4,0,11,0,5,1,245,3147,3392
322,1,323,19/11/2011,13.495847,15.041232,0.32448299999999997,50.2083,4,0,11,0,6,0,943,2720,3663
323,2,324,20/11/2011,18.996653,12.45865,0.457058,68.4583,4,0,11,0,0,0,787,2733,3520
324,3,325,21/11/2011,18.3475,9.249618,0.445062,91.0,4,0,11,0,1,1,220,2545,2765
325,3,326,22/11/2011,17.083347,7.959064,0.421696,96.25,4,0,11,0,2,1,69,1538,1607
326,2,327,23/11/2011,18.074153,22.500275,0.430537,75.7917,4,0,11,0,3,1,112,2454,2566
327,1,328,24/11/2011,15.306653,11.209368,0.372471,54.9167,4,0,11,1,4,0,560,935,1495
328,1,329,25/11/2011,15.375,6.6260186,0.380671,64.375,4,0,11,0,5,1,1095,1697,2792
329,1,330,26/11/2011,15.409153,4.584193599999999,0.385087,68.1667,4,0,11,0,6,0,1249,1819,3068
330,1,331,27/11/2011,18.825847,13.999918,0.4558,69.8333,4,0,11,0,0,0,810,2261,3071
331,1,332,28/11/2011,20.642598,9.522174,0.490122,74.3043,4,0,11,0,1,1,253,3614,3867
332,2,333,29/11/2011,18.791653,17.292164,0.451375,83.0833,4,0,11,0,2,1,96,2818,2914
333,1,334,30/11/2011,13.325,18.167586,0.311221,61.3333,4,0,11,0,3,1,188,3425,3613
334,1,335,01/12/2011,12.8125,14.750585999999998,0.305554,52.4583,4,0,12,0,4,1,182,3545,3727
335,1,336,02/12/2011,12.880847,6.750518,0.331433,62.5833,4,0,12,0,5,1,268,3672,3940
336,1,337,03/12/2011,12.265847,6.4174811,0.310604,61.2917,4,0,12,0,6,0,706,2908,3614
337,1,338,04/12/2011,13.564153,5.6252061,0.3491,77.5833,4,0,12,0,0,0,634,2851,3485
338,2,339,05/12/2011,15.819153,4.1679561000000005,0.393925,82.7083,4,0,12,0,1,1,233,3578,3811
339,3,340,06/12/2011,18.9625,15.583060999999999,0.4564,94.9583,4,0,12,0,2,1,126,2468,2594
340,3,341,07/12/2011,16.81,17.833725,0.400246,97.0417,4,0,12,0,3,1,50,655,705
341,1,342,08/12/2011,10.899153,16.083886,0.256938,58.0,4,0,12,0,4,1,150,3172,3322
342,1,343,09/12/2011,11.924153,5.5420189,0.317542,69.5833,4,0,12,0,5,1,261,3359,3620
343,1,344,10/12/2011,11.275,15.625807,0.266412,50.75,4,0,12,0,6,0,502,2688,3190
344,1,345,11/12/2011,9.054153,4.4582939,0.253154,49.0,4,0,12,0,0,0,377,2366,2743
345,1,346,12/12/2011,9.771653,4.25115,0.270196,67.0833,4,0,12,0,1,1,143,3167,3310
346,1,347,13/12/2011,11.5825,9.41685,0.301138,59.0,4,0,12,0,2,1,155,3368,3523
347,2,348,14/12/2011,13.0175,4.0842061,0.338362,66.375,4,0,12,0,3,1,178,3562,3740
348,2,349,15/12/2011,17.3225,17.958814,0.41223699999999996,63.4167,4,0,12,0,4,1,181,3528,3709
349,2,350,16/12/2011,15.375,17.458525,0.359825,50.0417,4,0,12,0,5,1,178,3399,3577
350,2,351,17/12/2011,10.591652999999999,16.292189,0.249371,56.0833,4,0,12,0,6,0,275,2464,2739
351,1,352,18/12/2011,9.771653,11.375193,0.245579,58.625,4,0,12,0,0,0,220,2211,2431
352,1,353,19/12/2011,11.343347,11.584032,0.280933,63.75,4,0,12,0,1,1,260,3143,3403
353,2,354,20/12/2011,15.819153,4.1252436,0.396454,59.5417,4,0,12,0,2,1,216,3534,3750
354,2,355,21/12/2011,17.561653,14.8338,0.428017,85.8333,1,0,12,0,3,1,107,2553,2660
355,2,356,22/12/2011,17.356653,3.167425,0.426121,75.75,1,0,12,0,4,1,227,2841,3068
356,1,357,23/12/2011,15.306653,18.374482,0.377513,68.625,1,0,12,0,5,1,163,2046,2209
357,1,358,24/12/2011,12.4025,12.750368,0.299242,54.25,1,0,12,0,6,0,155,856,1011
358,1,359,25/12/2011,11.266103,10.391097,0.279961,68.1304,1,0,12,0,0,0,303,451,754
359,1,360,26/12/2011,13.191298999999999,16.044155,0.315535,50.6957,1,0,12,1,1,0,430,887,1317
360,2,361,27/12/2011,13.325,12.62615,0.327633,76.25,1,0,12,0,2,1,103,1059,1162
361,1,362,28/12/2011,12.264330000000001,19.695387,0.279974,50.3913,1,0,12,0,3,1,255,2047,2302
362,1,363,29/12/2011,10.181653,8.000604,0.263892,57.4167,1,0,12,0,4,1,254,2169,2423
363,1,364,30/12/2011,12.778347,9.000579,0.318812,63.6667,1,0,12,0,5,1,491,2508,2999
364,1,365,31/12/2011,16.81,14.750318,0.414121,61.5833,1,0,12,0,6,0,665,1820,2485
365,1,366,01/01/2012,15.17,12.875189,0.375621,69.25,1,1,1,0,0,0,686,1608,2294
366,1,367,02/01/2012,11.194763,22.087555,0.252304,38.1304,1,1,1,1,1,0,244,1707,1951
367,1,368,03/01/2012,6.15,24.499957000000002,0.126275,44.125,1,1,1,0,2,1,89,2147,2236
368,2,369,04/01/2012,4.4075,12.3749,0.11933699999999998,41.4583,1,1,1,0,3,1,95,2273,2368
369,1,370,05/01/2012,10.899153,8.709128999999999,0.278412,52.4167,1,1,1,0,4,1,140,3132,3272
370,1,371,06/01/2012,13.700847,11.249836,0.340267,54.2083,1,1,1,0,5,1,307,3791,4098
371,1,372,07/01/2012,16.126653,11.708786,0.390779,53.1667,1,1,1,0,6,0,1070,3451,4521
372,1,373,08/01/2012,13.8375,12.833314,0.340258,46.5,1,1,1,0,0,0,599,2826,3425
373,2,374,09/01/2012,9.190847,6.6263,0.247479,70.1667,1,1,1,0,1,1,106,2270,2376
374,1,375,10/01/2012,12.656536000000001,12.565984,0.318826,64.6522,1,1,1,0,2,1,173,3425,3598
375,2,376,11/01/2012,11.240847,8.791807,0.282821,84.75,1,1,1,0,3,1,92,2085,2177
376,2,377,12/01/2012,15.6825,12.124789,0.381938,80.2917,1,1,1,0,4,1,269,3828,4097
377,1,378,13/01/2012,11.240847,25.333236,0.249362,50.75,1,1,1,0,5,1,174,3040,3214
378,1,379,14/01/2012,7.38,12.541261,0.183087,45.75,1,1,1,0,6,0,333,2160,2493
379,1,380,15/01/2012,6.833347,16.834286,0.161625,41.9167,1,1,1,0,0,0,284,2027,2311
380,1,381,16/01/2012,7.79,15.500986,0.190663,52.25,1,1,1,1,1,0,217,2081,2298
381,2,382,17/01/2012,15.294763,23.39171,0.36427800000000005,71.6087,1,1,1,0,2,1,127,2808,2935
382,1,383,18/01/2012,12.436653,27.833743,0.275254,44.3333,1,1,1,0,3,1,109,3267,3376
383,1,384,19/01/2012,7.79,14.750585999999998,0.190038,49.75,1,1,1,0,4,1,130,3162,3292
384,2,385,20/01/2012,8.9175,13.58425,0.220958,45.0,1,1,1,0,5,1,115,3048,3163
385,2,386,21/01/2012,7.106653,14.917014000000002,0.174875,83.125,1,1,1,0,6,0,67,1234,1301
386,2,387,22/01/2012,6.6625,13.375746,0.16225,79.625,1,1,1,0,0,0,196,1781,1977
387,2,388,23/01/2012,8.951653,7.417436,0.243058,91.125,1,1,1,0,1,1,145,2287,2432
388,1,389,24/01/2012,14.0425,8.292389,0.349108,83.5833,1,1,1,0,2,1,439,3900,4339
389,1,390,25/01/2012,12.060847,10.791757,0.294821,64.375,1,1,1,0,3,1,467,3803,4270
390,2,391,26/01/2012,14.008347,4.917518599999999,0.35605,76.9583,1,1,1,0,4,1,244,3831,4075
391,2,392,27/01/2012,17.425,22.958689,0.415383,74.125,1,1,1,0,5,1,269,3187,3456
392,1,393,28/01/2012,12.949152999999999,14.125542999999999,0.326379,54.3333,1,1,1,0,6,0,775,3248,4023
393,1,394,29/01/2012,11.5825,16.08335,0.272721,31.125,1,1,1,0,0,0,558,2685,3243
394,1,395,30/01/2012,11.035847,14.458064000000002,0.262625,40.0833,1,1,1,0,1,1,126,3498,3624
395,1,396,31/01/2012,15.99,17.541739,0.381317,41.6667,1,1,1,0,2,1,324,4185,4509
396,1,397,01/02/2012,19.235847,12.667489,0.466538,50.7917,1,1,2,0,3,1,304,4275,4579
397,2,398,02/02/2012,16.365847,12.541528999999999,0.398971,67.2917,1,1,2,0,4,1,190,3571,3761
398,1,399,03/02/2012,12.846653,11.959232,0.309346,52.6667,1,1,2,0,5,1,310,3841,4151
399,2,400,04/02/2012,10.830847,8.167032,0.272725,77.9583,1,1,2,0,6,0,384,2448,2832
400,2,401,05/02/2012,10.899153,11.791732000000001,0.264521,68.7917,1,1,2,0,0,0,318,2629,2947
401,1,402,06/02/2012,11.586969,10.3046,0.296426,62.2174,1,1,2,0,1,1,206,3578,3784
402,1,403,07/02/2012,14.520847,9.874393,0.361104,49.625,1,1,2,0,2,1,199,4176,4375
403,2,404,08/02/2012,10.523347,8.959307,0.266421,72.2917,1,1,2,0,3,1,109,2693,2802
404,1,405,09/02/2012,10.865,13.000478999999999,0.261988,56.2083,1,1,2,0,4,1,163,3667,3830
405,2,406,10/02/2012,11.514153,7.834242999999999,0.293558,54.0,1,1,2,0,5,1,227,3604,3831
406,3,407,11/02/2012,9.190847,19.416332,0.210867,73.125,1,1,2,0,6,0,192,1977,2169
407,1,408,12/02/2012,5.2275,27.417203999999998,0.101658,46.4583,1,1,2,0,0,0,73,1456,1529
408,1,409,13/02/2012,9.1225,11.207961,0.227913,41.125,1,1,2,0,1,1,94,3328,3422
409,2,410,14/02/2012,13.085847,9.458993,0.333946,50.875,1,1,2,0,2,1,135,3787,3922
410,1,411,15/02/2012,14.281653,12.1672,0.35162899999999997,53.125,1,1,2,0,3,1,141,4028,4169
411,2,412,16/02/2012,12.983347,6.125475,0.330162,75.2917,1,1,2,0,4,1,74,2931,3005
412,1,413,17/02/2012,14.076653,13.791682000000002,0.35162899999999997,63.4583,1,1,2,0,5,1,349,3805,4154
413,1,414,18/02/2012,14.213347,12.792243,0.355425,53.4583,1,1,2,0,6,0,1435,2883,4318
414,2,415,19/02/2012,11.48,16.958504,0.265788,51.5833,1,1,2,0,0,0,618,2071,2689
415,1,416,20/02/2012,11.48,15.348560999999998,0.273391,50.7826,1,1,2,1,1,0,502,2627,3129
416,1,417,21/02/2012,11.800866000000001,13.783039000000002,0.295113,59.4348,1,1,2,0,2,1,163,3614,3777
417,1,418,22/02/2012,16.229153,15.709557,0.392667,56.7917,1,1,2,0,3,1,394,4379,4773
418,1,419,23/02/2012,18.620847,12.791171,0.444446,55.4583,1,1,2,0,4,1,516,4546,5062
419,2,420,24/02/2012,16.7075,15.916989000000001,0.41097100000000003,73.75,1,1,2,0,5,1,246,3241,3487
420,1,421,25/02/2012,11.924153,28.250014,0.255675,39.5833,1,1,2,0,6,0,317,2415,2732
421,1,422,26/02/2012,11.445847,13.750342999999999,0.268308,41.0,1,1,2,0,0,0,515,2874,3389
422,1,423,27/02/2012,15.033347000000001,17.958211,0.357954,49.0833,1,1,2,0,1,1,253,4069,4322
423,1,424,28/02/2012,14.725847,12.958938999999999,0.353525,39.5833,1,1,2,0,2,1,229,4134,4363
424,2,425,29/02/2012,14.118267999999999,12.000839,0.34847,80.4783,1,1,2,0,3,1,65,1769,1834
425,1,426,01/03/2012,19.919153,15.208129000000001,0.475371,61.5417,1,1,3,0,4,1,325,4665,4990
426,2,427,02/03/2012,14.486653,9.708568,0.359842,65.7083,1,1,3,0,5,1,246,2948,3194
427,2,428,03/03/2012,16.980847,10.792292999999999,0.413492,62.125,1,1,3,0,6,0,956,3110,4066
428,1,429,04/03/2012,13.359153,22.416257,0.303021,40.3333,1,1,3,0,0,0,710,2713,3423
429,1,430,05/03/2012,9.976653,15.333485999999999,0.241171,50.625,1,1,3,0,1,1,203,3130,3333
430,1,431,06/03/2012,10.591652999999999,13.458625,0.255042,45.6667,1,1,3,0,2,1,221,3735,3956
431,1,432,07/03/2012,16.570847,23.167193,0.3851,51.3333,1,1,3,0,3,1,432,4484,4916
432,1,433,08/03/2012,21.6275,29.584721000000002,0.524604,56.75,1,1,3,0,4,1,486,4896,5382
433,2,434,09/03/2012,16.844153,27.7916,0.397083,40.7083,1,1,3,0,5,1,447,4122,4569
434,1,435,10/03/2012,11.7875,15.12525,0.277767,35.0417,1,1,3,0,6,0,968,3150,4118
435,1,436,11/03/2012,14.831299,14.913329000000001,0.35967,47.6957,1,1,3,0,0,0,1658,3253,4911
436,1,437,12/03/2012,19.133347,13.916770999999999,0.459592,48.9167,1,1,3,0,1,1,838,4460,5298
437,1,438,13/03/2012,23.165,15.87565,0.542929,61.75,1,1,3,0,2,1,762,5085,5847
438,1,439,14/03/2012,23.4725,7.709153999999999,0.548617,50.7083,1,1,3,0,3,1,997,5315,6312
439,1,440,15/03/2012,22.8575,10.042161,0.532825,57.9583,1,1,3,0,4,1,1005,5187,6192
440,2,441,16/03/2012,17.869153,7.583864,0.436229,84.2083,1,1,3,0,5,1,548,3830,4378
441,2,442,17/03/2012,21.080847,7.417167999999999,0.505046,75.5833,1,1,3,0,6,0,3155,4681,7836
442,2,443,18/03/2012,19.3725,8.501161,0.46399999999999997,81.0,1,1,3,0,0,0,2207,3685,5892
443,1,444,19/03/2012,22.345,10.875239,0.532821,72.875,1,1,3,0,1,1,982,5171,6153
444,1,445,20/03/2012,22.994153,8.125157000000002,0.538533,80.7917,1,1,3,0,2,1,1051,5042,6093
445,2,446,21/03/2012,21.798347,6.000406099999999,0.513258,82.125,2,1,3,0,3,1,1122,5108,6230
446,1,447,22/03/2012,22.720847,7.876653999999999,0.531567,83.125,2,1,3,0,4,1,1334,5537,6871
447,2,448,23/03/2012,24.668347,7.7921,0.570067,69.4167,2,1,3,0,5,1,2469,5893,8362
448,2,449,24/03/2012,20.6025,12.916461,0.48673299999999997,88.5417,2,1,3,0,6,0,1033,2339,3372
449,2,450,25/03/2012,17.9375,14.791925,0.437488,88.0833,2,1,3,0,0,0,1532,3464,4996
450,1,451,26/03/2012,18.279153,25.917007,0.43875,47.7917,2,1,3,0,1,1,795,4763,5558
451,1,452,27/03/2012,13.256653,12.541864,0.315654,29.0,2,1,3,0,2,1,531,4571,5102
452,1,453,28/03/2012,19.850847,19.541957,0.47095,48.125,2,1,3,0,3,1,674,5024,5698
453,1,454,29/03/2012,20.260847000000002,21.41655,0.482304,43.9167,2,1,3,0,4,1,834,5299,6133
454,2,455,30/03/2012,15.17,9.250489,0.375621,58.0833,2,1,3,0,5,1,796,4663,5459
455,2,456,31/03/2012,17.390847,16.791339,0.42170799999999997,73.8333,2,1,3,0,6,0,2301,3934,6235
456,2,457,01/04/2012,17.459153,11.541889,0.41728699999999996,67.625,2,1,4,0,0,0,2347,3694,6041
457,1,458,02/04/2012,17.790433,20.913313,0.42751300000000003,50.4348,2,1,4,0,1,1,1208,4728,5936
458,1,459,03/04/2012,19.133347,6.708911,0.461483,39.6667,2,1,4,0,2,1,1348,5424,6772
459,1,460,04/04/2012,22.208347,12.125325,0.53345,46.9583,2,1,4,0,3,1,1058,5378,6436
460,1,461,05/04/2012,17.835,14.708442999999999,0.431163,37.4167,2,1,4,0,4,1,1192,5265,6457
461,1,462,06/04/2012,16.536653,20.125996,0.39076700000000003,37.7083,2,1,4,0,5,1,1807,4653,6460
462,1,463,07/04/2012,17.9375,18.416357,0.426129,25.4167,2,1,4,0,6,0,3252,3605,6857
463,1,464,08/04/2012,20.5,15.583932,0.492425,27.5833,2,1,4,0,0,0,2230,2939,5169
464,1,465,09/04/2012,20.055847,23.999132,0.476638,31.75,2,1,4,0,1,1,905,4680,5585
465,1,466,10/04/2012,18.313347,16.708125,0.436233,43.5,2,1,4,0,2,1,819,5099,5918
466,1,467,11/04/2012,14.296535999999998,19.783358,0.33727399999999996,46.9565,2,1,4,0,3,1,482,4380,4862
467,1,468,12/04/2012,16.2975,19.458743,0.387604,46.625,2,1,4,0,4,1,663,4746,5409
468,1,469,13/04/2012,18.1425,10.416557000000001,0.43180799999999997,40.8333,2,1,4,0,5,1,1252,5146,6398
469,1,470,14/04/2012,20.295,12.791439,0.487996,50.2917,2,1,4,0,6,0,2795,4665,7460
470,1,471,15/04/2012,24.873347,15.083642999999999,0.573875,50.7917,2,1,4,0,0,0,2846,4286,7132
471,1,472,16/04/2012,27.230846999999997,19.083543,0.614925,56.1667,2,1,4,1,1,0,1198,5172,6370
472,1,473,17/04/2012,24.941653,18.333143,0.598487,39.0417,2,1,4,0,2,1,989,5702,6691
473,2,474,18/04/2012,18.996653,11.250103999999999,0.457038,56.9167,2,1,4,0,3,1,347,4020,4367
474,1,475,19/04/2012,20.431653,4.4172564,0.493046,61.25,2,1,4,0,4,1,846,5719,6565
475,1,476,20/04/2012,21.593347,10.041357000000001,0.515775,69.4583,2,1,4,0,5,1,1340,5950,7290
476,1,477,21/04/2012,23.37,19.000329,0.542921,68.2917,2,1,4,0,6,0,2541,4083,6624
477,3,478,22/04/2012,16.263347,23.084582,0.389504,83.5417,2,1,4,0,0,0,120,907,1027
478,2,479,23/04/2012,13.188347,20.334232,0.301125,76.6667,2,1,4,0,1,1,195,3019,3214
479,1,480,24/04/2012,16.946653,16.708661,0.405283,45.4167,2,1,4,0,2,1,518,5115,5633
480,1,481,25/04/2012,19.543347,7.959064,0.470317,42.7917,2,1,4,0,3,1,655,5541,6196
481,2,482,26/04/2012,20.431653,11.833875,0.483583,75.6667,2,1,4,0,4,1,475,4551,5026
482,1,483,27/04/2012,18.7575,23.291411,0.452637,40.0833,2,1,4,0,5,1,1014,5219,6233
483,2,484,28/04/2012,15.443347,8.708325,0.377504,48.9583,2,1,4,0,6,0,1120,3100,4220
484,1,485,29/04/2012,18.791653,7.832836,0.450121,58.7083,2,1,4,0,0,0,2229,4075,6304
485,2,486,30/04/2012,19.030847,11.499746,0.457696,57.0,2,1,4,0,1,1,665,4907,5572
486,2,487,01/05/2012,25.146653,10.458432,0.577021,65.9583,2,1,5,0,2,1,653,5087,5740
487,1,488,02/05/2012,23.130847,9.249886,0.537896,79.7083,2,1,5,0,3,1,667,5502,6169
488,2,489,03/05/2012,22.96,8.957632,0.537242,76.8333,2,1,5,0,4,1,764,5657,6421
489,1,490,04/05/2012,25.7275,10.916846000000001,0.590917,73.5417,2,1,5,0,5,1,1069,5227,6296
490,2,491,05/05/2012,25.488347,10.250464,0.584608,75.6667,2,1,5,0,6,0,2496,4387,6883
491,2,492,06/05/2012,23.0625,10.041893,0.546737,74.0,2,1,5,0,0,0,2135,4224,6359
492,2,493,07/05/2012,22.0375,15.458307000000001,0.527142,66.4167,2,1,5,0,1,1,1008,5265,6273
493,2,494,08/05/2012,23.848347,19.833942999999998,0.557471,68.5833,2,1,5,0,2,1,738,4990,5728
494,2,495,09/05/2012,23.575,14.499604000000001,0.553025,74.4167,2,1,5,0,3,1,620,4097,4717
495,1,496,10/05/2012,20.739152999999998,21.042220999999998,0.49178299999999997,55.2083,2,1,5,0,4,1,1026,5546,6572
496,1,497,11/05/2012,21.866653,15.874779,0.520833,36.0417,2,1,5,0,5,1,1319,5711,7030
497,1,498,12/05/2012,23.130847,8.249911,0.544817,48.0417,2,1,5,0,6,0,2622,4807,7429
498,1,499,13/05/2012,25.1125,15.082839000000002,0.585238,57.625,2,1,5,0,0,0,2172,3946,6118
499,2,500,14/05/2012,23.506653,14.250364000000001,0.5499,78.9583,2,1,5,0,1,1,342,2501,2843
500,2,501,15/05/2012,25.078347,9.875264,0.576404,79.4583,2,1,5,0,2,1,625,4490,5115
501,1,502,16/05/2012,26.103347,8.208304,0.595975,69.7917,2,1,5,0,3,1,991,6433,7424
502,1,503,17/05/2012,24.326653,15.374825,0.572613,52.0,2,1,5,0,4,1,1242,6142,7384
503,1,504,18/05/2012,23.130847,9.166739,0.551121,52.3333,2,1,5,0,5,1,1521,6118,7639
504,1,505,19/05/2012,24.6,5.626325,0.566908,45.625,2,1,5,0,6,0,3410,4884,8294
505,1,506,20/05/2012,25.454153,17.042589000000003,0.583967,53.0417,2,1,5,0,0,0,2704,4425,7129
506,2,507,21/05/2012,24.531653,15.624668,0.565667,81.125,2,1,5,0,1,1,630,3729,4359
507,2,508,22/05/2012,25.215,7.917189,0.580825,76.5833,2,1,5,0,2,1,819,5254,6073
508,2,509,23/05/2012,25.488347,6.834,0.584612,77.4583,2,1,5,0,3,1,766,4494,5260
509,1,510,24/05/2012,26.855,11.584032,0.6067,71.6667,2,1,5,0,4,1,1059,5711,6770
